season,week,date,winner,winner_pts,loser,loser_pts,winner_venue,notes
1914,4,1914-10-10,Dartmouth,21,Williams,3,away,
1914,4,1914-10-10,Davidson,20,Newberry,6,home,
1914,4,1914-10-10,Denver,7,Denver Alumni,3,neutral,
1914,4,1914-10-10,Drake,20,Grinnell,7,home,
1914,4,1914-10-10,Emporia State,0,Kansas State,0,away,
1914,4,1914-10-10,Furman,19,Wofford,12,home,
1914,4,1914-10-10,Georgia,7,Sewanee,6,away,
1914,4,1914-10-10,Georgia Tech,105,Mercer,0,home,
1914,4,1914-10-10,Harvard,10,Washington & Jefferson,9,home,
1914,4,1914-10-10,Illinois,51,Indiana,0,home,
1914,4,1914-10-10,Iowa,49,Cornell College,0,home,
1914,4,1914-10-10,Kansas,7,Emporia College,0,home,
1914,4,1914-10-10,Lafayette,0,Pennsylvania,0,away,
1914,4,1914-10-10,Louisiana State,14,Mississippi College,0,home,
1914,4,1914-10-10,Michigan,23,Vanderbilt,3,home,
1914,4,1914-10-10,Minnesota,26,Iowa State,0,home,
1914,4,1914-10-10,Mississippi,14,Rhodes,0,home,
1914,4,1914-10-10,Mississippi State,77,Cumberland,0,home,
1914,4,1914-10-10,Missouri,46,William Jewell,0,home,
1914,4,1914-10-10,Missouri-Rolla,19,Washington (MO),0,away,
1914,4,1914-10-10,Notre Dame,103,Rose-Hulman,0,home,
1914,4,1914-10-10,Ohio State,7,Case,6,away,
1914,4,1914-10-10,Oklahoma State,48,Tonkawa Preparatory,0,away,
1914,4,1914-10-10,Ouachita,15,Arkansas,9,away,
1914,4,1914-10-10,Penn State,13,Gettysburg,0,home,
1914,4,1914-10-10,Pittsburgh,13,Navy,6,away,
1914,4,1914-10-10,Princeton,12,Syracuse,7,home,
1914,4,1914-10-10,Purdue,26,Western Reserve,0,home,
1914,4,1914-10-10,Rice,12,Southwestern (TX),7,home,
1914,4,1914-10-10,South Dakota,0,Nebraska,0,away,
1914,4,1914-10-10,Swarthmore,9,Bucknell,0,home,
1914,4,1914-10-10,Tennessee,27,Clemson,0,home,
1914,4,1914-10-10,Texas,57,Baylor,0,away,
1914,4,1914-10-10,Texas Christian,20,Oklahoma Mines,0,home,
1914,4,1914-10-10,Trinity (Texas),0,Texas A&M,0,away,
1914,4,1914-10-10,Utah,20,Wyoming,0,home,
1914,4,1914-10-10,Utah State,20,Utah State Alumni,0,neutral,
1914,4,1914-10-10,Virginia,62,Richmond,0,home,
1914,4,1914-10-10,Virginia Military Institute,38,William & Mary,0,home,
1914,4,1914-10-10,Virginia Tech,22,Hampden-Sydney,0,home,
1914,4,1914-10-10,Wake Forest,13,USS Franklin,0,home,
1914,4,1914-10-10,Washington & Lee,69,Roanoke,0,home,
1914,4,1914-10-10,West Virginia,13,Bethany (West Virginia),0,home,
1914,4,1914-10-10,West Virginia Wesleyan,34,Marshall,0,home,
1914,4,1914-10-10,Wisconsin,48,Marquette,0,home,
1914,4,1914-10-10,Yale,20,Lehigh,3,home,
1914,4,1914-10-12,North Carolina,48,South Carolina,0,home,
1914,5,1914-10-16,Oklahoma State,13,Tulsa,6,home,
1914,5,1914-10-17,Alabama,13,Georgia Tech,0,home,
1914,5,1914-10-17,Arkansas,26,Saint Louis,0,home,
1914,5,1914-10-17,Army,21,Colgate,7,home,
1914,5,1914-10-17,Auburn,28,Clemson,0,home,
1914,5,1914-10-17,Brown,16,Wesleyan (CT),0,home,
1914,5,1914-10-17,Chicago,7,Iowa,0,home,
1914,5,1914-10-17,Colorado,33,Colorado State,6,away,
1914,5,1914-10-17,Colorado College,46,Utah,7,away,
1914,5,1914-10-17,Colorado Mines,25,Wyoming,0,away,
1914,5,1914-10-17,Cornell,48,Bucknell,0,home,
1914,5,1914-10-17,Dartmouth,42,Vermont,0,away,
1914,5,1914-10-17,Davidson,81,Wofford,5,home,
1914,5,1914-10-17,Denver,82,Kearney,0,home,
1914,5,1914-10-17,Drury,28,Washington (MO),26,home,
1914,5,1914-10-17,Florida,36,King,0,home,
1914,5,1914-10-17,Harvard,13,Tufts,6,home,
1914,5,1914-10-17,Haskell,38,Creighton,0,away,
1914,5,1914-10-17,Illinois,37,Ohio State,0,home,
1914,5,1914-10-17,Indiana,27,Northwestern,0,home,
1914,5,1914-10-17,Kansas,32,Drake,7,away,
1914,5,1914-10-17,Kentucky,19,Mississippi State,13,home,
1914,5,1914-10-17,Lehigh,24,Carnegie Mellon,20,away,
1914,5,1914-10-17,Michigan,3,Michigan State,0,away,
1914,5,1914-10-17,Minnesota,29,South Dakota,7,home,
1914,5,1914-10-17,Mississippi,21,Louisiana State,0,away,
1914,5,1914-10-17,Montana State,52,Utah State,3,away,
1914,5,1914-10-17,Nebraska,31,Kansas State,0,away,
1914,5,1914-10-17,Newberry,20,Porter Military,7,away,
1914,5,1914-10-17,North Carolina,41,Georgia,6,away,
1914,5,1914-10-17,Oklahoma,13,Missouri,0,home,
1914,5,1914-10-17,Penn State,30,Ursinus,0,home,
1914,5,1914-10-17,Pennsylvania,13,Navy,6,home,
1914,5,1914-10-17,Pittsburgh,10,Carlisle,3,home,
1914,5,1914-10-17,Princeton,16,Lafayette,0,home,
1914,5,1914-10-17,Rutgers,17,Muhlenberg,7,home,
1914,5,1914-10-17,Sewanee,46,Chattanooga,3,home,
1914,5,1914-10-17,Syracuse,19,Rochester,0,home,
1914,5,1914-10-17,Tennessee,66,Louisville,0,away,
1914,5,1914-10-17,Texas,41,Rice,0,home,
1914,5,1914-10-17,Texas A&M,40,Texas Christian,0,home,
1914,5,1914-10-17,Trinity (Texas),7,Baylor,0,away,
1914,5,1914-10-17,Tulane,33,Louisiana,0,home,
1914,5,1914-10-17,Vanderbilt,59,Centre,0,home,
1914,5,1914-10-17,Virginia,49,South Carolina,7,home,
1914,5,1914-10-17,Virginia Military Institute,6,Gallaudet,0,home,
1914,5,1914-10-17,Washington & Jefferson,28,Westminster (Pennsylvania),0,home,
1914,5,1914-10-17,Washington & Lee,14,Georgetown,0,away,
1914,5,1914-10-17,West Virginia,37,Duquesne,0,home,
1914,5,1914-10-17,West Virginia Wesleyan,13,Virginia Tech,0,home,
1914,5,1914-10-17,Wisconsin,14,Purdue,7,home,
1914,5,1914-10-17,Yale,28,Notre Dame,0,home,
1914,6,1914-10-20,North Carolina,40,Riverside,0,neutral,
1914,6,1914-10-22,Clemson,57,Furman,0,away,
1914,6,1914-10-22,North Carolina State,26,West Virginia,13,home,
1914,6,1914-10-23,Haskell,10,Texas A&M,0,away,
1914,6,1914-10-24,Army,14,Holy Cross,0,home,
1914,6,1914-10-24,Auburn,19,Mississippi State,0,home,
1914,6,1914-10-24,Bucknell,43,Susquehanna,0,home,
1914,6,1914-10-24,Chicago,21,Purdue,0,home,
1914,6,1914-10-24,Colgate,42,Vermont,0,home,
1914,6,1914-10-24,Colorado Mines,13,Utah,6,home,
1914,6,1914-10-24,Colorado State,48,Wyoming,10,away,
1914,6,1914-10-24,Cornell,28,Brown,7,neutral,
1914,6,1914-10-24,Davidson,16,Citadel,0,neutral,
1914,6,1914-10-24,Drake,7,Washington (MO),7,away,
1914,6,1914-10-24,Georgia Tech,28,Virginia Military Institute,7,home,
1914,6,1914-10-24,Gonzaga,60,Utah State,0,home,
1914,6,1914-10-24,Illinois,33,Northwestern,0,away,
1914,6,1914-10-24,Indiana,48,Miami (OH),3,home,
1914,6,1914-10-24,Iowa State,6,Missouri,0,away,
1914,6,1914-10-24,Lafayette,14,Villanova,3,home,
1914,6,1914-10-24,Lehigh,27,Muhlenberg,0,away,
1914,6,1914-10-24,Louisiana State,14,Jefferson (LA),13,home,
1914,6,1914-10-24,Minnesota,7,Iowa,0,away,
1914,6,1914-10-24,Missouri-Rolla,44,Arkansas,0,away,
1914,6,1914-10-24,Navy,48,Western Reserve,0,home,
1914,6,1914-10-24,Nebraska,24,Michigan State,0,home,
1914,6,1914-10-24,Newberry,13,South Carolina,13,away,
1914,6,1914-10-24,North Carolina,10,Vanderbilt,9,away,
1914,6,1914-10-24,Notre Dame,33,South Dakota,0,neutral,
1914,6,1914-10-24,Oklahoma State,60,Baylor,0,home,
1914,6,1914-10-24,Penn State,13,Harvard,13,away,
1914,6,1914-10-24,Pennsylvania,7,Carlisle,0,home,
1914,6,1914-10-24,Pittsburgh,21,Georgetown,0,home,
1914,6,1914-10-24,Princeton,16,Dartmouth,12,home,
1914,6,1914-10-24,Roanoke,7,Virginia Tech,7,away,
1914,6,1914-10-24,Rutgers,16,Tufts,7,home,
1914,6,1914-10-24,Sewanee,26,Florida,0,away,
1914,6,1914-10-24,Syracuse,20,Michigan,6,home,
1914,6,1914-10-24,Tennessee,17,Alabama,7,home,
1914,6,1914-10-24,Texas,32,Oklahoma,7,neutral,
1914,6,1914-10-24,Texas Christian,0,Rice,0,away,
1914,6,1914-10-24,Tulane,82,Centenary (LA),0,home,
1914,6,1914-10-24,Virginia,28,Georgia,0,home,
1914,6,1914-10-24,Washington & Jefferson,13,Yale,7,away,
1914,6,1914-10-24,Washington & Lee,72,Wake Forest,0,home,
1914,6,1914-10-24,West Virginia Wesleyan,21,Dickinson,0,home,
1914,6,1914-10-24,Wisconsin,7,Ohio State,6,away,
1914,6,1914-10-24,Wofford,7,Presbyterian,0,home,
1914,6,1914-10-26,Kansas,28,Kansas State,0,home,
1914,7,1914-10-27,Tulane,24,Jefferson (LA),7,home,
1914,7,1914-10-28,Mississippi College,7,Mississippi,7,neutral,
1914,7,1914-10-29,Clemson,29,South Carolina,6,away,
1914,7,1914-10-31,Alabama,58,Tulane,0,home,
1914,7,1914-10-31,Army,41,Villanova,0,home,
1914,7,1914-10-31,Brown,12,Vermont,9,home,
1914,7,1914-10-31,Bucknell,0,Muhlenberg,0,away,
1914,7,1914-10-31,Chicago,0,Wisconsin,0,away,
1914,7,1914-10-31,Clemson,14,Citadel,0,away,
1914,7,1914-10-31,Colorado,10,Colorado College,7,away,
1914,7,1914-10-31,Colorado State,19,Denver,6,away,
1914,7,1914-10-31,Cornell,48,Holy Cross,3,home,
1914,7,1914-10-31,Dartmouth,32,Amherst,0,home,
1914,7,1914-10-31,Florida,59,Florida Southern,0,neutral,
1914,7,1914-10-31,Georgetown,27,West Virginia Wesleyan,0,home,
1914,7,1914-10-31,Georgia Tech,20,Sewanee,0,home,
1914,7,1914-10-31,Harvard,7,Michigan,0,home,
1914,7,1914-10-31,Illinois,21,Minnesota,6,away,
1914,7,1914-10-31,Lehigh,33,Johns Hopkins,0,home,
1914,7,1914-10-31,Mississippi State,9,Georgia,0,away,
1914,7,1914-10-31,Missouri,13,Kansas State,3,home,
1914,7,1914-10-31,Montana,32,Utah State,0,home,
1914,7,1914-10-31,Navy,16,North Carolina State,14,home,
1914,7,1914-10-31,Nebraska,20,Iowa State,7,home,
1914,7,1914-10-31,Newberry,36,Wofford,0,home,
1914,7,1914-10-31,North Carolina,16,Davidson,3,neutral,
1914,7,1914-10-31,Notre Dame,21,Haskell,7,home,
1914,7,1914-10-31,Oklahoma,16,Kansas,16,away,
1914,7,1914-10-31,Oklahoma State,46,Arkansas,0,home,
1914,7,1914-10-31,Ouachita,7,Mississippi,0,neutral,
1914,7,1914-10-31,Penn State,17,Lafayette,0,away,
1914,7,1914-10-31,Pennsylvania,40,Swarthmore,6,home,
1914,7,1914-10-31,Pittsburgh,96,Dickinson,0,home,
1914,7,1914-10-31,Rice,13,Daniel Baker,7,home,
1914,7,1914-10-31,Syracuse,24,Carlisle,3,home,
1914,7,1914-10-31,Tennessee,67,Chattanooga,0,home,
1914,7,1914-10-31,Texas,70,Southwestern (TX),0,home,
1914,7,1914-10-31,Texas A&M,63,Louisiana State,9,home,
1914,7,1914-10-31,Trinity (Texas),0,Baylor,0,away,
1914,7,1914-10-31,Virginia,20,Vanderbilt,7,away,
1914,7,1914-10-31,Wake Forest,19,Roanoke,0,home,
1914,7,1914-10-31,Washington (MO),6,Saint Louis,0,away,
1914,7,1914-10-31,Washington & Jefferson,48,West Virginia,0,home,
1914,7,1914-10-31,Washington & Lee,7,Virginia Tech,6,neutral,
1914,7,1914-10-31,Williams,7,Princeton,7,away,
1914,7,1914-10-31,Yale,49,Colgate,7,home,
1914,8,1914-11-04,South Carolina,25,Wofford,0,away,
1914,8,1914-11-06,Oklahoma,23,Oklahoma State,6,home,
1914,8,1914-11-07,Arkansas,20,Louisiana State,12,neutral,
1914,8,1914-11-07,Army,20,Notre Dame,7,home,
1914,8,1914-11-07,Auburn,14,Georgia Tech,0,away,
1914,8,1914-11-07,Baylor,28,Texas Christian,14,home,
1914,8,1914-11-07,Bucknell,42,Albright,0,home,
1914,8,1914-11-07,Carlisle,0,Holy Cross,0,away,
1914,8,1914-11-07,Citadel,14,Newberry,13,away,
1914,8,1914-11-07,Clemson,35,Georgia,13,away,
1914,8,1914-11-07,Colgate,18,Rochester,0,away,
1914,8,1914-11-07,Colorado,33,Utah,0,home,
1914,8,1914-11-07,Colorado College,24,Colorado State,13,away,
1914,8,1914-11-07,Colorado Mines,18,Denver,0,away,
1914,8,1914-11-07,Cornell,26,Franklin & Marshall,3,home,
1914,8,1914-11-07,Dartmouth,68,Tufts,0,home,
1914,8,1914-11-07,Florida,66,Wofford,0,home,
1914,8,1914-11-07,Georgetown,7,North Carolina State,7,away,
1914,8,1914-11-07,Harvard,20,Princeton,0,home,
1914,8,1914-11-07,Henderson State,26,Southwestern (TX),6,away,
1914,8,1914-11-07,Iowa,27,Northwestern,0,away,
1914,8,1914-11-07,Iowa State,69,Cornell College,0,home,
1914,8,1914-11-07,Kansas,20,Washburn,14,away,
1914,8,1914-11-07,Lafayette,24,Muhlenberg,3,home,
1914,8,1914-11-07,Lehigh,20,Penn State,7,home,
1914,8,1914-11-07,Michigan,34,Pennsylvania,3,home,
1914,8,1914-11-07,Mississippi,21,Tulane,6,away,
1914,8,1914-11-07,Mississippi State,66,Mercer,0,home,
1914,8,1914-11-07,Missouri,33,Drake,7,away,
1914,8,1914-11-07,Navy,21,Fordham,0,home,
1914,8,1914-11-07,Nebraska,34,Morningside,7,home,
1914,8,1914-11-07,North Carolina,30,Virginia Military Institute,7,home,
1914,8,1914-11-07,Ohio State,13,Indiana,3,away,
1914,8,1914-11-07,Purdue,40,Kentucky,6,home,
1914,8,1914-11-07,Rutgers,14,Syracuse,14,away,
1914,8,1914-11-07,Sewanee,18,Alabama,0,away,
1914,8,1914-11-07,South Carolina,26,Wake Forest,0,home,
1914,8,1914-11-07,Tennessee,16,Vanderbilt,14,away,
1914,8,1914-11-07,Texas,23,Haskell,7,home,
1914,8,1914-11-07,Utah State,24,Wyoming,3,home,
1914,8,1914-11-07,Virginia,88,St. John's (Maryland),0,home,
1914,8,1914-11-07,Virginia Tech,54,Marshall,6,home,
1914,8,1914-11-07,Washington & Jefferson,13,Pittsburgh,10,away,
1914,8,1914-11-07,Washington & Lee,10,Swarthmore,0,home,
1914,8,1914-11-07,West Virginia,55,Davis & Elkins,0,home,
1914,8,1914-11-07,Yale,14,Brown,6,home,
1914,8,1914-11-09,Texas A&M,32,Rice,7,away,
1914,9,1914-11-13,Alabama,63,Chattanooga,0,home,
1914,9,1914-11-13,Michigan State,6,Penn State,3,away,
1914,9,1914-11-13,Oklahoma,52,Kansas State,10,away,
1914,9,1914-11-14,Army,28,Maine,0,home,
1914,9,1914-11-14,Auburn,6,Vanderbilt,0,home,
1914,9,1914-11-14,Baylor,14,Daniel Baker,0,home,
1914,9,1914-11-14,Brown,0,Harvard,0,away,
1914,9,1914-11-14,Bucknell,25,Gettysburg,0,away,
1914,9,1914-11-14,Clemson,27,Virginia Military Institute,23,away,
1914,9,1914-11-14,Colgate,0,Syracuse,0,away,
1914,9,1914-11-14,Colorado College,61,Denver,7,home,
1914,9,1914-11-14,Colorado State,41,Utah State,7,away,
1914,9,1914-11-14,Cornell,28,Michigan,13,away,
1914,9,1914-11-14,Dartmouth,41,Pennsylvania,0,away,
1914,9,1914-11-14,Davidson,13,South Carolina,7,away,
1914,9,1914-11-14,Drake,14,Northern Iowa,3,home,
1914,9,1914-11-14,Florida,7,Citadel,0,away,
1914,9,1914-11-14,Georgia Tech,7,Georgia,0,home,
1914,9,1914-11-14,Haskell,31,Louisiana State,0,away,
1914,9,1914-11-14,Illinois,21,Chicago,7,home,
1914,9,1914-11-14,Iowa,26,Iowa State,6,away,
1914,9,1914-11-14,Lafayette,42,Albright,6,home,
1914,9,1914-11-14,Lehigh,10,Villanova,0,home,
1914,9,1914-11-14,Minnesota,14,Wisconsin,3,home,
1914,9,1914-11-14,Mississippi,13,Arkansas,7,away,
1914,9,1914-11-14,Mississippi State,61,Tulane,0,home,
1914,9,1914-11-14,Missouri,26,Washington (MO),3,home,
1914,9,1914-11-14,Navy,31,Colby,21,home,
1914,9,1914-11-14,Nebraska,35,Kansas,0,home,
1914,9,1914-11-14,Newberry,13,Furman,6,away,
1914,9,1914-11-14,North Carolina,12,Wake Forest,7,neutral,
1914,9,1914-11-14,Notre Dame,48,Carlisle,6,home,
1914,9,1914-11-14,Ohio State,39,Oberlin,0,home,
1914,9,1914-11-14,Oklahoma State,13,Rice,13,away,
1914,9,1914-11-14,Pittsburgh,14,Carnegie Mellon,0,home,
1914,9,1914-11-14,Purdue,34,Northwestern,6,away,
1914,9,1914-11-14,Tennessee,14,Sewanee,7,neutral,
1914,9,1914-11-14,Texas Christian,13,Austin,0,home,
1914,9,1914-11-14,Utah,34,Occidental,14,home,
1914,9,1914-11-14,Virginia,47,Swarthmore,0,away,
1914,9,1914-11-14,Virginia Tech,3,North Carolina State,0,home,
1914,9,1914-11-14,Washington & Jefferson,59,West Virginia Wesleyan,6,away,
1914,9,1914-11-14,Washington & Lee,8,West Virginia,6,neutral,
1914,9,1914-11-14,Yale,19,Princeton,14,away,
1914,10,1914-11-17,Texas,66,Mississippi,7,home,
1914,10,1914-11-19,South Carolina,47,Newberry,6,away,
1914,10,1914-11-20,Rice,14,Baylor,13,home,
1914,10,1914-11-20,Southwestern (TX),18,Mississippi,0,home,
1914,10,1914-11-21,Army,13,Springfield,6,home,
1914,10,1914-11-21,Auburn,0,Georgia,0,away,
1914,10,1914-11-21,Carlisle,34,Dickinson,0,home,
1914,10,1914-11-21,Colorado Mines,19,Colorado State,0,home,
1914,10,1914-11-21,Daniel Baker,33,Texas Christian,0,home,
1914,10,1914-11-21,Dartmouth,40,Syracuse,0,home,
1914,10,1914-11-21,Denver,31,Wyoming,0,away,
1914,10,1914-11-21,Harvard,36,Yale,0,away,
1914,10,1914-11-21,Illinois,24,Wisconsin,9,away,
1914,10,1914-11-21,Iowa State,52,Drake,0,away,
1914,10,1914-11-21,Lehigh,17,Lafayette,7,away,
1914,10,1914-11-21,Minnesota,13,Chicago,7,away,
1914,10,1914-11-21,Missouri,10,Kansas,7,away,
1914,10,1914-11-21,Navy,33,Ursinus,2,home,
1914,10,1914-11-21,Nebraska,16,Iowa,7,away,
1914,10,1914-11-21,Ohio State,27,Northwestern,0,home,
1914,10,1914-11-21,Oklahoma,35,Arkansas,7,home,
1914,10,1914-11-21,Purdue,23,Indiana,13,home,
1914,10,1914-11-21,Rutgers,83,Stevens,0,away,
1914,10,1914-11-21,Sewanee,14,Vanderbilt,13,away,
1914,10,1914-11-21,Texas A&M,24,Oklahoma State,0,home,
1914,10,1914-11-21,Washington & Jefferson,14,Georgetown,6,away,
1914,10,1914-11-21,West Virginia,6,Marietta,0,neutral,
1914,11,1914-11-24,Delaware,33,Carlisle,0,home,
1914,11,1914-11-25,Washburn,26,Kansas State,16,away,
1914,11,1914-11-26,Brown,20,Carlisle,14,home,
1914,11,1914-11-26,Colorado,6,Denver,0,away,
1914,11,1914-11-26,Colorado Mines,7,Colorado College,7,away,
1914,11,1914-11-26,Cornell,24,Pennsylvania,12,away,
1914,11,1914-11-26,Davidson,7,Wake Forest,6,home,
1914,11,1914-11-26,Florida,14,Mercer,0,home,
1914,11,1914-11-26,Georgetown,12,Gallaudet,7,home,
1914,11,1914-11-26,Georgia Tech,26,Clemson,6,home,
1914,11,1914-11-26,Lafayette,56,Dickinson,7,home,
1914,11,1914-11-26,Louisiana State,0,Tulane,0,away,
1914,11,1914-11-26,Mississippi State,9,Alabama,0,away,
1914,11,1914-11-26,Notre Dame,20,Syracuse,0,away,
1914,11,1914-11-26,Oklahoma,33,Haskell,12,away,
1914,11,1914-11-26,Oklahoma State,7,Colorado State,0,home,
1914,11,1914-11-26,Pittsburgh,13,Penn State,3,home,
1914,11,1914-11-26,Rice,0,Austin,0,away,
1914,11,1914-11-26,Rutgers,33,New York University,0,away,
1914,11,1914-11-26,South Carolina,7,Citadel,6,home,
1914,11,1914-11-26,Southwestern (TX),7,Baylor,6,away,
1914,11,1914-11-26,Tennessee,23,Kentucky,6,home,
1914,11,1914-11-26,Texas,39,Wabash,0,home,
1914,11,1914-11-26,Texas A&M,14,Mississippi,7,home,
1914,11,1914-11-26,Texas Christian,14,Howard Payne,0,away,
1914,11,1914-11-26,Utah,20,Utah State,2,home,
1914,11,1914-11-26,Virginia,20,North Carolina,3,home,
1914,11,1914-11-26,Virginia Tech,3,Virginia Military Institute,0,neutral,
1914,11,1914-11-26,Washington & Jefferson,34,Bucknell,0,home,
1914,11,1914-11-26,Washington & Lee,7,North Carolina State,0,neutral,
1914,11,1914-11-26,West Virginia Wesleyan,14,West Virginia,9,neutral,
1914,11,1914-11-28,Army,20,Navy,0,neutral,
1914,11,1914-11-28,Drury,28,Arkansas,7,home,
1914,11,1914-11-28,New England All-Stars,13,Carlisle,6,home,
1914,11,1914-11-28,Newberry,15,Wofford,7,away,
1914,11,1914-11-28,Washington & Jefferson,20,Rutgers,13,away,
1914,11,1914-11-30,Oklahoma,26,Tulsa,7,away,
1914,12,1914-12-02,Carlisle,20,Alabama,3,away,
1914,12,1914-12-05,Auburn,7,Carlisle,0,neutral,
1914,12,1914-12-05,Denver,20,Sacred Heart,0,home,
1914,12,1914-12-05,Trinity (Texas),7,Texas Christian,7,away,
1914,12,1914-12-05,Wake Forest,41,Wofford,0,home,
1915,1,1915-09-18,Carlisle,21,Albright,6,home,
1915,2,1915-09-25,Brown,38,Rhode Island,0,home,
1915,2,1915-09-25,Bucknell,14,Bloomsburg,0,home,
1915,2,1915-09-25,Citadel,46,Charleston Navy,0,home,
1915,2,1915-09-25,Clemson,99,Furman,0,away,
1915,2,1915-09-25,Cornell,13,Gettysburg,0,home,
1915,2,1915-09-25,Dartmouth,13,Massachusetts,0,home,
1915,2,1915-09-25,Harvard,39,Colby,6,home,
1915,2,1915-09-25,Haskell,7,Kansas Wesleyan,0,home,
1915,2,1915-09-25,Iowa State,31,Ellsworth,0,home,
1915,2,1915-09-25,Lafayette,14,Muhlenberg,7,home,
1915,2,1915-09-25,Lebanon Valley,0,Carlisle,0,away,
1915,2,1915-09-25,Lehigh,20,Ursinus,0,home,
1915,2,1915-09-25,Mississippi College,28,Chamberlain Hunt,0,home,
1915,2,1915-09-25,Oklahoma,67,Kingfisher,0,home,
1915,2,1915-09-25,Penn State,26,Westminster (Pennsylvania),0,home,
1915,2,1915-09-25,Pennsylvania,7,West Virginia,0,home,
1915,2,1915-09-25,Princeton,13,Georgetown,0,home,
1915,2,1915-09-25,Syracuse,43,Syracuse Alumni,0,neutral,
1915,2,1915-09-25,Tennessee,101,Carson-Newman,0,home,
1915,2,1915-09-25,Tulane,24,St. Paul,0,away,
1915,2,1915-09-25,Vanderbilt,51,Middle Tennessee State,0,home,
1915,2,1915-09-25,Virginia,20,Randolph-Macon,0,home,
1915,2,1915-09-25,Virginia Military Institute,25,Hampden-Sydney,7,home,
1915,2,1915-09-25,Wake Forest,80,Florence YMCA,0,home,
1915,2,1915-09-25,Washington & Jefferson,6,Geneva,0,away,
1915,2,1915-09-25,Washington & Lee,14,Davidson,0,home,
1915,2,1915-09-25,West Virginia Wesleyan,61,St. Francis (Pennsylvania),0,home,
1915,2,1915-09-25,Wyoming,19,Laramie High,0,home,
1915,2,1915-09-25,Yale,37,Maine,0,home,
1915,2,1915-09-26,Virginia Tech,26,Roanoke,0,home,
1915,3,1915-09-28,Georgia,79,Newberry,0,home,
1915,3,1915-09-29,Pennsylvania,63,Albright,0,home,
1915,3,1915-09-29,Susquehanna,0,Bucknell,0,away,
1915,3,1915-10-01,Arkansas State,10,Mississippi,0,away,
1915,3,1915-10-01,Auburn,78,Marion,0,neutral,
1915,3,1915-10-01,Georgia,64,North Georgia,0,home,
1915,3,1915-10-01,Kansas State,9,Southwestern (Kansas),0,home,
1915,3,1915-10-01,Louisiana State,42,Jefferson (LA),0,home,
1915,3,1915-10-02,Alabama,44,Samford,0,home,
1915,3,1915-10-02,Arkansas,41,Hendrix,0,home,
1915,3,1915-10-02,Baylor,3,Howard Payne,0,home,
1915,3,1915-10-02,Colgate,44,Susquehanna,0,home,
1915,3,1915-10-02,Colorado,30,Wyoming,0,home,
1915,3,1915-10-02,Colorado College,76,Colorado Springs High,0,home,
1915,3,1915-10-02,Cornell,34,Oberlin,7,home,
1915,3,1915-10-02,Dartmouth,32,Maine,0,home,
1915,3,1915-10-02,Davidson,6,Clemson,6,away,
1915,3,1915-10-02,Furman,60,Erskine,0,home,
1915,3,1915-10-02,Georgetown,9,Navy,0,away,
1915,3,1915-10-02,Georgia Tech,52,Mercer,0,home,
1915,3,1915-10-02,Harvard,7,Massachusetts,0,home,
1915,3,1915-10-02,Holy Cross,14,Army,14,away,
1915,3,1915-10-02,Illinois,36,Haskell,0,home,
1915,3,1915-10-02,Indiana,7,DePauw,0,home,
1915,3,1915-10-02,Iowa,33,Cornell College,0,away,
1915,3,1915-10-02,Iowa State,27,Simpson,0,home,
1915,3,1915-10-02,Kansas,20,William Jewell,0,home,
1915,3,1915-10-02,Kentucky,33,Butler,0,home,
1915,3,1915-10-02,Lafayette,13,Ursinus,2,home,
1915,3,1915-10-02,Lehigh,14,Carlisle,0,home,
1915,3,1915-10-02,Minnesota,41,North Dakota,0,home,
1915,3,1915-10-02,Mississippi State,12,Mississippi College,0,neutral,
1915,3,1915-10-02,Missouri,13,Oklahoma State,6,home,
1915,3,1915-10-02,Nebraska,48,Drake,13,home,
1915,3,1915-10-02,North Carolina,14,Citadel,7,home,
1915,3,1915-10-02,Northwestern,27,Lake Forest,6,home,
1915,3,1915-10-02,Notre Dame,32,Alma,0,home,
1915,3,1915-10-02,Ohio State,19,Ohio Wesleyan,6,home,
1915,3,1915-10-02,Oklahoma,55,Southwestern Oklahoma State,0,away,
1915,3,1915-10-02,Penn State,13,Lebanon Valley,0,home,
1915,3,1915-10-02,Pennsylvania,10,Franklin & Marshall,6,home,
1915,3,1915-10-02,Pittsburgh,32,Westminster (Pennsylvania),0,home,
1915,3,1915-10-02,Presbyterian,16,Wofford,6,home,
1915,3,1915-10-02,Princeton,10,Rutgers,0,home,
1915,3,1915-10-02,Rice,46,Trinity (Texas),0,home,
1915,3,1915-10-02,Sewanee,57,Morgan,0,home,
1915,3,1915-10-02,South Carolina,29,Newberry,0,home,
1915,3,1915-10-02,Syracuse,6,Bucknell,0,home,
1915,3,1915-10-02,Tennessee,21,Tusculum,0,home,
1915,3,1915-10-02,Texas,72,Texas Christian,0,home,
1915,3,1915-10-02,Texas A&M,40,Austin,0,home,
1915,3,1915-10-02,Trinity (CT),0,Brown,0,away,
1915,3,1915-10-02,Vanderbilt,47,Rhodes,0,home,
1915,3,1915-10-02,Virginia,10,Yale,0,away,
1915,3,1915-10-02,Virginia Military Institute,19,William & Mary,6,home,
1915,3,1915-10-02,Virginia Tech,19,Randolph-Macon,3,home,
1915,3,1915-10-02,Wabash,7,Purdue,7,away,
1915,3,1915-10-02,Washington & Jefferson,6,West Virginia,6,away,
1915,3,1915-10-02,Washington & Lee,20,West Virginia Wesleyan,0,home,
