season,week,date,winner,winner_pts,loser,loser_pts,winner_venue,notes
1887,7,1887-11-12,Yale,76,Wesleyan (CT),4,home,
1887,8,1887-11-16,Lafayette,20,Pennsylvania,0,away,
1887,8,1887-11-19,Amherst,44,Williston,0,home,
1887,8,1887-11-19,Dartmouth,66,Trinity (CT),0,away,
1887,8,1887-11-19,Harvard,42,Pennsylvania,0,home,
1887,8,1887-11-19,MIT,20,Stevens,0,away,
1887,8,1887-11-19,Tufts,32,Andover,6,home,
1887,8,1887-11-19,Yale,12,Princeton,0,neutral,
1887,9,1887-11-23,Lafayette,6,Lehigh,0,home,
1887,9,1887-11-24,Amherst,16,Stevens,6,home,
1887,9,1887-11-24,MIT,36,Tufts,0,away,
1887,9,1887-11-24,Wesleyan (CT),10,Pennsylvania,4,neutral,
1887,9,1887-11-24,Yale,17,Harvard,8,neutral,
1887,9,1887-11-26,Lehigh,38,Cornell,10,away,
1888,1,1888-09-29,Yale,76,Wesleyan (CT),0,home,
1888,2,1888-10-03,Harvard,70,WPI,0,away,
1888,2,1888-10-03,Pennsylvania,20,Philadelphia All-Stars,6,home,
1888,2,1888-10-03,Princeton,65,Lehigh,0,home,
1888,2,1888-10-03,Stevens,2,Olympic A.C.,0,home,
1888,2,1888-10-03,Trinity (CT),16,Amherst,0,home,
1888,2,1888-10-06,Harvard,18,MIT,0,home,
1888,2,1888-10-06,Lehigh,12,Swarthmore,8,away,
1888,2,1888-10-06,Pennsylvania,48,Stevens,0,home,
1888,2,1888-10-06,Princeton,31,Crescent A.C.,0,away,
1888,2,1888-10-06,Wesleyan (CT),54,Amherst,0,away,
1888,2,1888-10-06,Yale,65,Rutgers,0,home,
1888,3,1888-10-10,Harvard,30,Exeter,6,away,
1888,3,1888-10-10,Lafayette,54,Bucknell,0,home,
1888,3,1888-10-10,Princeton,63,Pennsylvania,0,home,
1888,3,1888-10-10,Trinity (CT),0,Amherst,0,away,
1888,3,1888-10-13,Harvard,34,Wesleyan (CT),0,away,
1888,3,1888-10-13,Lafayette,18,Swarthmore,0,away,
1888,3,1888-10-13,Princeton,80,Stevens,0,home,
1888,3,1888-10-13,Williams,53,Amherst,0,home,
1888,3,1888-10-13,Yale,34,Pennsylvania,0,away,
1888,4,1888-10-16,Yale,46,Wesleyan (CT),0,away,
1888,4,1888-10-17,Harvard,14,Williams,6,away,
1888,4,1888-10-17,Lehigh,16,Haverford,6,home,
1888,4,1888-10-17,Pennsylvania,44,Swarthmore,6,away,
1888,4,1888-10-19,Yale,39,Amherst,0,away,
1888,4,1888-10-20,Cornell,26,Palmyra,0,home,
1888,4,1888-10-20,Harvard,68,Andover,0,home,
1888,4,1888-10-20,Lafayette,4,Rutgers,0,away,
1888,4,1888-10-20,Lehigh,50,Swarthmore,0,home,
1888,4,1888-10-20,MIT,18,Stevens,12,away,
1888,4,1888-10-20,Princeton,38,Pennsylvania,0,home,
1888,4,1888-10-20,Yale,30,Williams,0,away,
1888,5,1888-10-24,Harvard,68,WPI,0,home,
1888,5,1888-10-24,Lehigh,74,Bucknell,0,home,
1888,5,1888-10-24,Pennsylvania,12,Tioga,4,home,
1888,5,1888-10-24,Princeton,80,Rutgers,0,away,
1888,5,1888-10-24,Yale,68,MIT,0,neutral,
1888,5,1888-10-27,Cornell,20,Williams,0,home,
1888,5,1888-10-27,Harvard,74,Dartmouth,0,home,
1888,5,1888-10-27,Lafayette,18,Haverford,0,away,
1888,5,1888-10-27,MIT,48,Amherst,0,home,
1888,5,1888-10-27,Pennsylvania,36,Lehigh,0,away,
1888,5,1888-10-27,Princeton,82,Rutgers,0,home,
1888,5,1888-10-27,Trinity (CT),34,Massachusetts,0,home,
1888,5,1888-10-27,Yale,69,Stevens,0,home,
1888,6,1888-10-31,Exeter,12,Dartmouth,10,home,
1888,6,1888-10-31,Harvard,42,MIT,0,home,
1888,6,1888-10-31,Princeton,104,Johns Hopkins,0,home,
1888,6,1888-11-01,Stevens,18,Rutgers,18,away,
1888,6,1888-11-02,Williams,42,Rutgers,0,away,
1888,6,1888-11-03,Andover,14,Dartmouth,4,home,
1888,6,1888-11-03,Bucknell,10,Wyoming Seminary,4,away,
1888,6,1888-11-03,Cornell,30,Union (NY),0,home,
1888,6,1888-11-03,Harvard,102,Amherst,0,home,
1888,6,1888-11-03,Haverford,6,Swarthmore,0,home,
1888,6,1888-11-03,Lehigh,30,Penn State,0,away,
1888,6,1888-11-03,Trinity (CT),6,Stevens,0,away,
1888,6,1888-11-03,Yale,54,Pennsylvania,0,home,
1888,6,1888-11-05,Rutgers,18,Ridgefield A.C.,6,away,
1888,7,1888-11-06,Princeton,44,Wesleyan (CT),0,neutral,
1888,7,1888-11-06,Yale,28,Crescent A.C.,0,away,
1888,7,1888-11-07,Lafayette,12,Pennsylvania,6,away,
1888,7,1888-11-07,Lehigh,30,Rutgers,0,home,
1888,7,1888-11-10,Bucknell,18,Dickinson,8,home,
1888,7,1888-11-10,Dartmouth,36,Williams,6,home,
1888,7,1888-11-10,Harvard,50,Wesleyan (CT),2,home,
1888,7,1888-11-10,Lafayette,16,Cornell,0,away,
1888,7,1888-11-10,Lehigh,10,Stevens,0,away,
1888,7,1888-11-10,Princeton,4,Pennsylvania,0,away,
1888,7,1888-11-10,Trinity (CT),60,Fordham,0,home,
1888,7,1888-11-10,Yale,70,Amherst,0,home,
1888,8,1888-11-17,Amherst,58,Massachusetts,0,home,
1888,8,1888-11-17,Cornell,20,Bucknell,0,home,
1888,8,1888-11-17,Dartmouth,30,MIT,0,home,
1888,8,1888-11-17,Lehigh,6,Lafayette,4,away,
1888,8,1888-11-17,Princeton,18,Harvard,6,home,
1888,8,1888-11-17,Trinity (CT),8,WPI,4,home,
1888,8,1888-11-17,Williams,42,Stevens,4,away,
1888,8,1888-11-17,Yale,105,Wesleyan (CT),0,home,
1888,8,1888-11-19,Harvard,50,Pennsylvania,0,away,
1888,8,1888-11-19,Stevens,30,Dartmouth,0,home,
1888,9,1888-11-21,Pennsylvania,50,Lafayette,0,away,
1888,9,1888-11-24,Amherst,45,Massachusetts,4,away,
1888,9,1888-11-24,Wesleyan (CT),24,WPI,4,home,
1888,9,1888-11-24,Williams,22,MIT,0,home,
1888,9,1888-11-24,Yale,10,Princeton,0,neutral,
1888,10,1888-11-27,Lehigh,16,Lafayette,0,home,
1888,10,1888-11-27,Pennsylvania,18,Wesleyan (CT),6,neutral,
1888,10,1888-11-29,Dartmouth,40,Amherst,0,away,
1888,10,1888-11-29,WPI,6,Trinity (CT),0,home,
1888,10,1888-11-30,Pennsylvania,24,Johns Hopkins,10,away,
1888,10,1888-12-01,Lehigh,4,Cornell,0,home,
1888,10,1888-12-01,Pennsylvania,20,Navy,9,away,
1889,1,1889-09-28,Stevens,5,Trinity (CT),0,home,
1889,1,1889-09-28,Yale,38,Wesleyan (CT),0,home,
1889,2,1889-10-02,Harvard,28,Exeter,0,home,
1889,2,1889-10-02,Yale,36,Williams,0,home,
1889,2,1889-10-03,Pennsylvania,30,Philadelphia All-Stars,6,home,
1889,2,1889-10-05,Cornell,66,Bucknell,0,home,
1889,2,1889-10-05,Crescent A.C.,30,Columbia,0,neutral,
1889,2,1889-10-05,Harvard,28,Stevens,4,home,
1889,2,1889-10-05,Pennsylvania,82,Swarthmore,0,home,
1889,2,1889-10-05,Princeton,16,Lehigh,0,home,
1889,2,1889-10-05,Trinity (CT),4,Wesleyan (CT),2,home,
1889,2,1889-10-05,Williams,10,Amherst,10,away,
1889,3,1889-10-09,Harvard,38,Dartmouth,0,home,
1889,3,1889-10-09,Lafayette,10,Columbia,10,away,
1889,3,1889-10-09,Yale,63,Wesleyan (CT),5,away,
1889,3,1889-10-11,Dickinson,20,Bucknell,4,home,
1889,3,1889-10-12,Cornell,10,Lafayette,0,home,
1889,3,1889-10-12,Dartmouth,45,Andover,4,away,
1889,3,1889-10-12,Franklin & Marshall,60,Millersville,0,home,
1889,3,1889-10-12,Harvard,62,MIT,0,home,
1889,3,1889-10-12,Orange A.C.,6,Stevens,0,home,
1889,3,1889-10-12,Pennsylvania,4,Rutgers,0,away,
1889,3,1889-10-12,Princeton,16,Lehigh,4,away,
1889,3,1889-10-12,Trinity (CT),24,Columbia,4,home,
1889,3,1889-10-12,Williams,130,Union (NY),0,home,
1889,4,1889-10-15,Yale,56,Cornell,6,home,
1889,4,1889-10-16,Harvard,41,Williams,0,home,
1889,4,1889-10-16,Lafayette,16,Rutgers,0,away,
1889,4,1889-10-16,Lehigh,60,Haverford,0,away,
1889,4,1889-10-16,Wesleyan (CT),39,Amherst,0,home,
1889,4,1889-10-19,Bucknell,12,Franklin & Marshall,12,away,
1889,4,1889-10-19,Cornell,124,Rochester,0,home,
1889,4,1889-10-19,Dartmouth,34,Exeter,0,away,
1889,4,1889-10-19,Dickinson,17,Swarthmore,16,away,
1889,4,1889-10-19,Harvard,41,Andover,0,home,
1889,4,1889-10-19,MIT,48,Brown,0,away,
1889,4,1889-10-19,Pennsylvania,6,Lehigh,4,home,
1889,4,1889-10-19,Princeton,49,Stevens,0,home,
1889,4,1889-10-19,Trinity (CT),0,Boston A.C.,0,away,
1889,4,1889-10-19,Wesleyan (CT),58,Rutgers,4,home,
1889,4,1889-10-19,Williams,44,Vermont,0,home,
1889,4,1889-10-19,Yale,42,Amherst,0,home,
1889,5,1889-10-24,Yale,64,Trinity (CT),0,away,
1889,5,1889-10-26,Dartmouth,20,Andover,4,away,
1889,5,1889-10-26,Franklin & Marshall,16,Bucknell,0,away,
1889,5,1889-10-26,Harvard,64,Wesleyan (CT),0,home,
1889,5,1889-10-26,MIT,10,Amherst,9,away,
1889,5,1889-10-26,Penn State,20,Swarthmore,6,home,
1889,5,1889-10-26,Princeton,72,Pennsylvania,4,away,
1889,5,1889-10-26,Yale,62,Columbia,0,away,
1889,6,1889-10-30,Dickinson,10,Franklin & Marshall,0,home,
1889,6,1889-10-30,Lehigh,16,Lafayette,10,home,
1889,6,1889-10-30,Wesleyan (CT),20,Williams,17,away,
1889,6,1889-10-30,Yale,20,Pennsylvania,10,away,
1889,6,1889-10-31,Yale,30,Stevens,0,neutral,
1889,6,1889-11-01,Rutgers,18,Ridgefield A.C.,0,home,
1889,6,1889-11-02,Bucknell,8,Swarthmore,0,away,
1889,6,1889-11-02,Cornell,39,Stevens,4,home,
1889,6,1889-11-02,Dartmouth,60,Amherst,6,home,
1889,6,1889-11-02,Dickinson,28,Haverford,0,home,
1889,6,1889-11-02,Harvard,35,Pennsylvania,0,home,
1889,6,1889-11-02,Lehigh,51,Columbia,6,home,
1889,6,1889-11-02,Princeton,98,Wesleyan (CT),0,away,
1889,6,1889-11-02,Trinity (CT),18,Vermont,6,away,
1889,7,1889-11-05,Yale,5,Crescent A.C.,0,away,
1889,7,1889-11-06,Lafayette,10,Pennsylvania,8,home,
1889,7,1889-11-06,Princeton,71,Columbia,0,away,
1889,7,1889-11-09,Amherst,72,Rochester,0,home,
1889,7,1889-11-09,Dartmouth,20,Williams,9,away,
1889,7,1889-11-09,Dickinson,0,Navy,0,away,
1889,7,1889-11-09,Franklin & Marshall,22,Swarthmore,4,away,
1889,7,1889-11-09,Harvard,67,Wesleyan (CT),2,away,
1889,7,1889-11-09,Lafayette,26,Penn State,0,home,
1889,7,1889-11-09,MIT,16,Stevens,10,home,
1889,7,1889-11-09,Pennsylvania,24,Columbia,0,away,
1889,7,1889-11-09,Yale,70,Cornell,0,away,
1889,7,1889-11-11,Lehigh,106,Penn State,0,home,
1889,8,1889-11-12,Yale,32,Amherst,0,away,
1889,8,1889-11-13,Wesleyan (CT),6,Trinity (CT),0,home,
1889,8,1889-11-13,Yale,70,Williams,0,away,
1889,8,1889-11-14,Columbia,12,Stevens,6,away,
1889,8,1889-11-16,Amherst,64,Williston,0,away,
1889,8,1889-11-16,Dartmouth,42,MIT,6,home,
1889,8,1889-11-16,Haverford,10,Swarthmore,4,away,
1889,8,1889-11-16,Lehigh,6,Lafayette,6,away,
1889,8,1889-11-16,Pennsylvania,14,Rutgers,0,home,
1889,8,1889-11-16,Princeton,41,Harvard,15,away,
1889,8,1889-11-16,Trinity (CT),12,Stevens,0,home,
1889,8,1889-11-16,Williams,30,Vermont,0,away,
1889,8,1889-11-16,Yale,52,Wesleyan (CT),0,neutral,
1889,9,1889-11-20,Amherst,12,Stevens,5,away,
1889,9,1889-11-20,Columbia,22,Manhattan A.C.,0,home,
1889,9,1889-11-20,Lehigh,8,Pennsylvania,0,home,
1889,9,1889-11-20,Yale,18,Crescent A.C.,0,away,
1889,9,1889-11-23,Columbia,0,Amherst,0,away,
1889,9,1889-11-23,Cornell,66,Michigan,0,home,
1889,9,1889-11-23,Franklin & Marshall,56,Fordham,0,home,
1889,9,1889-11-23,Lehigh,11,Wesleyan (CT),11,away,
1889,9,1889-11-23,Pennsylvania,14,Lafayette,0,home,
1889,9,1889-11-23,Princeton,54,Orange A.C.,6,home,
1889,9,1889-11-23,Swarthmore,16,Swarthmore Alumni,0,neutral,
1889,9,1889-11-23,Trinity (CT),72,Rochester,0,home,
1889,9,1889-11-23,Williams,18,MIT,6,away,
1889,9,1889-11-23,Yale,6,Harvard,0,neutral,
1889,9,1889-11-25,Penn State,12,Bucknell,0,home,
1889,10,1889-11-26,Cornell,20,Columbia,0,away,
1889,10,1889-11-28,Cornell,24,Lafayette,0,home,
1889,10,1889-11-28,Dartmouth,18,Stevens,5,away,
1889,10,1889-11-28,Franklin & Marshall,22,Dickinson,0,home,
1889,10,1889-11-28,Lehigh,26,Navy,6,away,
1889,10,1889-11-28,Princeton,10,Yale,0,neutral,
1889,10,1889-11-28,Wesleyan (CT),10,Pennsylvania,2,neutral,
1889,10,1889-11-30,Lehigh,40,Johns Hopkins,0,away,
1889,10,1889-11-30,Princeton,57,Columbia A.C.,0,away,
1889,10,1889-12-02,Lehigh,24,Virginia,12,away,
1890,1,1890-10-01,Amherst,12,Trinity (CT),11,away,
1890,1,1890-10-01,Cornell,98,Rochester,0,home,
1890,1,1890-10-01,Lafayette,52,Dickinson,0,home,
1890,1,1890-10-01,Pennsylvania,10,Swarthmore,0,away,
1890,1,1890-10-01,Princeton,33,Franklin & Marshall,16,home,
1890,1,1890-10-01,Yale,8,Wesleyan (CT),0,home,
1890,1,1890-10-04,Bucknell,0,Lafayette,0,away,
1890,1,1890-10-04,Cornell,32,Union (NY),0,away,
1890,1,1890-10-04,Dartmouth,10,Andover,5,home,
1890,1,1890-10-04,Harvard,41,Exeter,0,home,
1890,1,1890-10-04,Lehigh,50,Swarthmore,0,home,
1890,1,1890-10-04,Orange A.C.,21,Columbia,0,home,
1890,1,1890-10-04,Pennsylvania,16,Rutgers,4,home,
1890,1,1890-10-04,Wesleyan (CT),12,Trinity (CT),5,home,
1890,1,1890-10-04,Williams,6,Amherst,0,home,
1890,1,1890-10-04,Yale,18,Crescent A.C.,6,away,
1890,2,1890-10-08,Harvard,43,Dartmouth,0,home,
1890,2,1890-10-08,Princeton,27,Rutgers,0,home,
1890,2,1890-10-08,Trinity (CT),0,Amherst,0,away,
1890,2,1890-10-08,Williams,18,Cornell,8,home,
1890,2,1890-10-08,Yale,34,Wesleyan (CT),0,away,
1890,2,1890-10-11,Dartmouth,71,Vermont,0,home,
1890,2,1890-10-11,Franklin & Marshall,18,Lafayette,10,home,
1890,2,1890-10-11,Harvard,74,Amherst,6,home,
1890,2,1890-10-11,Pennsylvania,20,Penn State,0,home,
1890,2,1890-10-11,Princeton,0,Orange A.C.,0,away,
1890,2,1890-10-11,Williams,40,Ridgefield A.C.,0,home,
1890,2,1890-10-11,Yale,26,Lehigh,0,home,
1890,2,1890-10-12,Franklin & Marshall,10,Penn State,0,home,
1890,2,1890-10-13,Harvard,38,Williams,0,home,
1890,3,1890-10-15,Princeton,18,Pennsylvania,0,home,
1890,3,1890-10-15,Williams,42,Troy Laureates,0,home,
1890,3,1890-10-15,Yale,40,Trinity (CT),0,home,
1890,3,1890-10-17,Bucknell,12,Dickinson,0,away,
1890,3,1890-10-18,Cornell,26,Trinity (CT),0,away,
1890,3,1890-10-18,Harvard,64,Dartmouth,0,home,
1890,3,1890-10-18,Pennsylvania,8,Lehigh,0,home,
1890,3,1890-10-18,Princeton,12,Crescent A.C.,0,away,
1890,3,1890-10-18,Rutgers,30,New York A.C.,0,away,
1890,3,1890-10-18,Wesleyan (CT),4,Columbia,0,away,
1890,3,1890-10-18,Williams,50,Bowdoin,0,away,
1890,3,1890-10-18,Yale,16,Orange A.C.,0,neutral,
1890,4,1890-10-21,Franklin & Marshall,22,Bucknell,6,away,
1890,4,1890-10-22,Harvard,54,Bowdoin,0,home,
1890,4,1890-10-22,Pennsylvania,18,Columbia,0,away,
1890,4,1890-10-22,Princeton,26,Lafayette,6,home,
1890,4,1890-10-22,Wesleyan (CT),8,Amherst,6,away,
1890,4,1890-10-22,Yale,36,Williams,0,home,
1890,4,1890-10-25,Dartmouth,10,Andover,0,away,
1890,4,1890-10-25,Dickinson,8,Swarthmore,0,home,
1890,4,1890-10-25,Harvard,55,Wesleyan (CT),0,home,
1890,4,1890-10-25,Pennsylvania,28,Franklin & Marshall,0,home,
1890,4,1890-10-25,Princeton,50,Lehigh,0,home,
1890,4,1890-10-25,Rutgers,6,Orange A.C.,4,away,
1890,4,1890-10-25,Williams,28,Trinity (CT),0,away,
1890,4,1890-10-25,Yale,12,Amherst,0,away,
1890,5,1890-10-29,Amherst,18,Cornell,0,home,
1890,5,1890-10-29,Dickinson,6,Haverford,0,away,
1890,5,1890-10-29,Princeton,60,Columbia A.C.,0,away,
1890,5,1890-10-30,Columbia,40,Fordham,0,home,
1890,5,1890-10-31,Pennsylvania,72,Virginia,0,neutral,
1890,5,1890-11-01,Amherst,38,MIT,4,away,
1890,5,1890-11-01,Crescent A.C.,29,Columbia,0,neutral,
1890,5,1890-11-01,Dartmouth,42,Bowdoin,0,home,
1890,5,1890-11-01,Franklin & Marshall,10,Dickinson,9,away,
1890,5,1890-11-01,Harvard,77,Cornell,0,home,
1890,5,1890-11-01,Lehigh,30,Lafayette,0,away,
1890,5,1890-11-01,Princeton,115,Virginia,0,neutral,
1890,5,1890-11-01,Trinity (CT),30,Massachusetts,0,away,
1890,5,1890-11-01,Yale,76,Wesleyan (CT),0,home,
1890,6,1890-11-04,Amherst,52,Massachusetts,0,away,
1890,6,1890-11-04,Lehigh,4,Rutgers,2,away,
1890,6,1890-11-04,Princeton,85,Columbia,0,away,
1890,6,1890-11-04,Yale,52,Crescent A.C.,0,away,
1890,6,1890-11-05,Pennsylvania,34,Schuylkill Navy,10,home,
1890,6,1890-11-05,Wesleyan (CT),4,Cornell,2,home,
1890,6,1890-11-08,Amherst,4,Dartmouth,0,home,
1890,6,1890-11-08,Cornell,26,Bucknell,0,home,
1890,6,1890-11-08,Franklin & Marshall,38,Millersville,0,home,
1890,6,1890-11-08,Harvard,33,Orange A.C.,0,home,
1890,6,1890-11-08,Lehigh,60,Lehigh A.C.,6,home,
1890,6,1890-11-08,Navy,32,Dickinson,6,home,
1890,6,1890-11-08,Princeton,6,Pennsylvania,0,home,
1890,6,1890-11-08,Trinity (CT),20,Brown,16,home,
1890,6,1890-11-08,Virginia,136,Randolph-Macon,0,home,
1890,6,1890-11-08,Williams,36,MIT,0,home,
1890,6,1890-11-08,Yale,70,Rutgers,0,home,
1890,6,1890-11-10,Virginia,14,Dickinson,10,neutral,
1890,7,1890-11-11,Columbia A.C.,6,Dickinson,0,home,
1890,7,1890-11-11,Rutgers,68,Crescent A.C.,0,home,
1890,7,1890-11-14,Rutgers,62,New York University,0,home,
1890,7,1890-11-15,Cornell,20,Michigan,5,away,
1890,7,1890-11-15,Dickinson,12,Haverford,0,away,
1890,7,1890-11-15,Franklin & Marshall,68,Gettysburg,0,home,
1890,7,1890-11-15,Harvard,64,Amherst,0,away,
1890,7,1890-11-15,Lehigh,66,Lafayette,6,home,
1890,7,1890-11-15,Princeton,46,Wesleyan (CT),4,neutral,
1890,7,1890-11-15,Rutgers,6,Columbia,6,away,
1890,7,1890-11-15,Virginia,46,Washington & Lee,0,away,
1890,7,1890-11-15,Williams,6,Dartmouth,0,home,
1890,7,1890-11-15,Yale,60,Pennsylvania,0,home,
1890,8,1890-11-21,Virginia,20,Lafayette,6,home,
1890,8,1890-11-22,Amherst,48,Williston,6,home,
1890,8,1890-11-22,Cornell,36,Columbia,0,home,
1890,8,1890-11-22,Franklin & Marshall,12,Bucknell,10,home,
1890,8,1890-11-22,Harvard,12,Yale,6,neutral,
1890,8,1890-11-22,Lafayette,20,Columbia A.C.,6,away,
1890,8,1890-11-22,Pennsylvania,17,Lehigh,14,away,
1890,8,1890-11-22,Rutgers,32,Manhattan A.C.,0,home,
1890,8,1890-11-22,Wesleyan (CT),34,Brown,6,home,
1890,9,1890-11-26,Pennsylvania,16,Wesleyan (CT),10,neutral,
1890,9,1890-11-27,Cornell,12,Chicago A.C.,8,away,
1890,9,1890-11-27,Franklin & Marshall,18,Fordham,0,home,
1890,9,1890-11-27,Lehigh,24,Navy,4,away,
1890,9,1890-11-27,Virginia,10,Duke,4,home,
1890,9,1890-11-27,Yale,32,Princeton,0,neutral,
1890,10,1890-12-06,Cornell,82,Fordham,4,home,
1890,11,1890-12-13,Pennsylvania,20,Rutgers,12,neutral,
1891,1,1891-09-23,Springfield,46,Connecticut Literary,0,home,
1891,1,1891-09-25,Bucknell,16,Lafayette,10,away,
1891,1,1891-09-27,Springfield,30,Andover,18,away,
1891,2,1891-09-29,Lehigh,62,Bucknell,4,home,
1891,2,1891-09-30,Brown,6,MIT,4,away,
1891,2,1891-09-30,Trinity (CT),16,Springfield,14,away,
1891,2,1891-09-30,Yale,28,Wesleyan (CT),0,home,
1891,2,1891-10-02,Penn State,14,Lafayette,4,away,
1891,2,1891-10-03,Bucknell,32,Wyoming Seminary,0,home,
1891,2,1891-10-03,Cornell,68,Syracuse,0,home,
1891,2,1891-10-03,Harvard,16,Dartmouth,0,home,
1891,2,1891-10-03,Lehigh,24,Penn State,2,home,
1891,2,1891-10-03,Pennsylvania,4,Philadelphia All-Stars,0,home,
1891,2,1891-10-03,Princeton,12,Rutgers,0,home,
1891,2,1891-10-03,Springfield,16,Orange A.C.,0,home,
1891,2,1891-10-03,Stevens,6,New York A.C.,5,home,
1891,2,1891-10-03,Trinity (CT),8,Brown,0,away,
1891,2,1891-10-03,Williams,0,Amherst,0,away,
1891,2,1891-10-03,Yale,26,Crescent A.C.,0,away,
1891,3,1891-10-07,Amherst,22,Andover,4,away,
1891,3,1891-10-07,Harvard,17,Exeter,0,home,
1891,3,1891-10-07,Princeton,18,Lehigh,0,away,
1891,3,1891-10-07,Williams,42,Troy Laureates,0,away,
1891,3,1891-10-07,Yale,36,Trinity (CT),0,away,
1891,3,1891-10-08,Pennsylvania,24,Schuylkill Navy,0,home,
1891,3,1891-10-10,Brown,18,Fall River,4,away,
1891,3,1891-10-10,Bucknell,4,Cornell,0,away,
1891,3,1891-10-10,Columbia,32,Berkeley A.C.,0,home,
1891,3,1891-10-10,Harvard,18,Amherst,0,home,
1891,3,1891-10-10,Lehigh,22,Franklin & Marshall,0,home,
1891,3,1891-10-10,Orange A.C.,10,Rutgers,6,home,
1891,3,1891-10-10,Pennsylvania,34,Haverford,0,home,
1891,3,1891-10-10,Princeton,28,Crescent A.C.,0,away,
1891,3,1891-10-10,Wesleyan (CT),12,Springfield,8,home,
1891,3,1891-10-10,Yale,46,Williams,0,neutral,
1891,4,1891-10-13,Rutgers,24,Schuylkill Navy,0,away,
1891,4,1891-10-14,Amherst,14,Dartmouth,14,away,
1891,4,1891-10-14,Harvard,26,MIT,0,home,
1891,4,1891-10-14,Lafayette,38,Haverford,0,away,
1891,4,1891-10-14,Manhattan A.C.,28,Columbia,0,away,
1891,4,1891-10-14,Princeton,30,Lehigh,0,home,
1891,4,1891-10-14,Stevens,38,New York University,0,home,
1891,4,1891-10-14,Trinity (CT),16,Massachusetts,0,home,
1891,4,1891-10-14,Williams,46,Troy Laureates,0,home,
1891,4,1891-10-14,Yale,28,Springfield,0,home,
1891,4,1891-10-17,Andover,26,Brown,0,home,
1891,4,1891-10-17,Cornell,72,Stevens,0,home,
1891,4,1891-10-17,Crescent A.C.,42,Columbia,0,neutral,
1891,4,1891-10-17,Harvard,26,Williams,0,home,
1891,4,1891-10-17,Lehigh,22,Rutgers,0,home,
1891,4,1891-10-17,Penn State,44,Swarthmore,0,away,
1891,4,1891-10-17,Pennsylvania,26,Orange A.C.,0,away,
1891,4,1891-10-17,Princeton,44,Franklin & Marshall,0,away,
1891,4,1891-10-17,Springfield,18,Amherst,4,home,
1891,4,1891-10-17,Trinity (CT),4,Wesleyan (CT),0,home,
1891,5,1891-10-20,Princeton,24,Lafayette,0,away,
1891,5,1891-10-21,Amherst,44,Massachusetts,0,home,
1891,5,1891-10-21,Harvard,76,Andover,0,away,
1891,5,1891-10-21,Pennsylvania,32,Rutgers,6,home,
1891,5,1891-10-21,Stevens,52,Columbia,0,home,
1891,5,1891-10-21,Trinity (CT),22,MIT,0,away,
1891,5,1891-10-24,Army,10,Fordham,6,home,
1891,5,1891-10-24,Bowdoin,22,Brown,18,home,
1891,5,1891-10-24,Bucknell,32,Swarthmore,12,home,
1891,5,1891-10-24,Cornell,30,Lafayette,0,home,
1891,5,1891-10-24,Crescent A.C.,36,Wesleyan (CT),6,home,
1891,5,1891-10-24,Dickinson,52,Johns Hopkins,0,home,
1891,5,1891-10-24,Harvard,39,Amherst,0,home,
1891,5,1891-10-24,Navy,28,St. John's (Maryland),6,home,
1891,5,1891-10-24,Penn State,26,Franklin & Marshall,6,away,
1891,5,1891-10-24,Pennsylvania,42,Lehigh,0,away,
1891,5,1891-10-24,Princeton,28,New York A.C.,0,home,
1891,5,1891-10-24,Rutgers,12,Stevens,10,home,
1891,5,1891-10-24,Springfield,30,Massachusetts,0,away,
1891,5,1891-10-24,Trinity (CT),54,Columbia,0,away,
1891,5,1891-10-24,Williams,14,Dartmouth,6,home,
1891,5,1891-10-24,Yale,36,Orange A.C.,0,neutral,
1891,6,1891-10-27,Penn State,18,Gettysburg,0,away,
1891,6,1891-10-28,Amherst,12,Springfield,12,away,
1891,6,1891-10-28,Harvard,79,Bowdoin,0,home,
1891,6,1891-10-28,Pennsylvania,15,Lafayette,6,home,
1891,6,1891-10-28,Princeton,78,Manhattan A.C.,0,home,
1891,6,1891-10-28,Rutgers,44,Columbia,0,home,
1891,6,1891-10-31,Amherst,20,Massachusetts,4,home,
1891,6,1891-10-31,Dickinson,22,Haverford,4,home,
1891,6,1891-10-31,Harvard,34,Springfield,0,home,
1891,6,1891-10-31,MIT,14,Brown,6,away,
1891,6,1891-10-31,Navy,21,Rutgers,12,home,
1891,6,1891-10-31,Pennsylvania,28,Trinity (CT),5,home,
1891,6,1891-10-31,Princeton,73,Wesleyan (CT),0,neutral,
1891,6,1891-10-31,Princeton A.C.,12,Army,12,away,
1891,6,1891-10-31,Williams,60,Stevens,0,home,
1891,6,1891-10-31,Yale,38,Lehigh,0,home,
1891,6,1891-11-02,Rutgers,4,Columbia A.C.,0,away,
1891,7,1891-11-03,New York A.C.,21,Rutgers,12,home,
1891,7,1891-11-03,Stevens,10,Montclair A.C.,6,away,
1891,7,1891-11-03,Yale,70,Crescent A.C.,0,away,
1891,7,1891-11-04,Amherst,24,Springfield,4,home,
1891,7,1891-11-04,Dartmouth,32,Stevens,12,away,
1891,7,1891-11-04,Harvard,124,Wesleyan (CT),0,home,
1891,7,1891-11-04,Lehigh,22,Lafayette,4,home,
1891,7,1891-11-04,Princeton,26,Orange A.C.,0,away,
1891,7,1891-11-07,Amherst,24,MIT,14,home,
1891,7,1891-11-07,Army,14,Stevens,12,home,
1891,7,1891-11-07,Brown,18,Bowdoin,0,home,
