school,season,wins,losses,ties,source
Nebraska,1968,6,4,0,cfbd
Nebraska,1969,9,2,0,cfbd
Nebraska,1970,11,0,1,cfbd
Nebraska,1971,13,0,0,cfbd
Nebraska,1972,9,2,1,cfbd
Nebraska,1973,9,2,1,cfbd
Nebraska,1974,9,3,0,cfbd
Nebraska,1975,10,2,0,cfbd
Nebraska,1976,9,3,1,cfbd
Nebraska,1977,9,3,0,cfbd
Nebraska,1978,9,3,0,cfbd
Nebraska,1979,10,2,0,cfbd
Nebraska,1980,10,2,0,cfbd
Nebraska,1981,9,3,0,cfbd
Nebraska,1982,12,1,0,cfbd
Nebraska,1983,12,1,0,cfbd
Nebraska,1984,10,2,0,cfbd
Nebraska,1985,9,3,0,cfbd
Nebraska,1986,10,2,0,cfbd
Nebraska,1987,10,2,0,cfbd
Nebraska,1988,11,2,0,cfbd
Nebraska,1989,10,2,0,cfbd
Nebraska,1990,9,3,0,cfbd
Nebraska,1991,9,2,1,cfbd
Nebraska,1992,9,3,0,cfbd
Nebraska,1993,11,1,0,cfbd
Nebraska,1994,13,0,0,cfbd
Nebraska,1995,12,0,0,cfbd
Nebraska,1996,11,2,0,cfbd
Nebraska,1997,13,0,0,cfbd
Nebraska,1998,9,4,0,cfbd
Nebraska,1999,12,1,0,cfbd
Nebraska,2000,10,2,0,cfbd
Nebraska,2001,11,2,0,cfbd
Nebraska,2002,7,7,0,cfbd
Nebraska,2003,10,3,0,cfbd
Nebraska,2004,5,6,0,cfbd
Nebraska,2005,8,4,0,cfbd
Nebraska,2006,9,5,0,cfbd
Nebraska,2007,5,7,0,cfbd
Nebraska,2008,9,4,0,cfbd
Nebraska,2009,10,4,0,cfbd
Nebraska,2010,10,4,0,cfbd
Nebraska,2011,9,4,0,cfbd
Nebraska,2012,10,4,0,cfbd
Nebraska,2013,9,4,0,cfbd
Nebraska,2014,9,4,0,cfbd
Nebraska,2015,6,7,0,cfbd
Nebraska,2016,9,4,0,cfbd
Nebraska,2017,4,8,0,cfbd
Nebraska,2018,4,8,0,cfbd
Nebraska,2019,5,7,0,cfbd
Nebraska,2020,3,5,0,cfbd
Nebraska,2021,3,9,0,cfbd
Nebraska,2022,4,8,0,cfbd
Nebraska,2023,5,7,0,cfbd
Nebraska,2024,7,6,0,cfbd
Nebraska,2025,7,6,0,cfbd
Nebraska,2026,0,0,0,cfbd
Nebraska Kearney,2014,0,0,0,cfbd
Nebraska Kearney,2015,0,0,0,cfbd
Nebraska Kearney,2016,0,0,0,cfbd
Nebraska Kearney,2017,0,0,0,cfbd
Nebraska Kearney,2018,0,0,0,cfbd
Nebraska Kearney,2019,0,0,0,cfbd
Nebraska Kearney,2020,0,0,0,cfbd
Nebraska Kearney,2021,9,3,0,cfbd
Nebraska Kearney,2022,8,3,0,cfbd
Nebraska Kearney,2023,3,8,0,cfbd
Nebraska Kearney,2024,5,6,0,cfbd
Nebraska Kearney,2025,6,5,0,cfbd
Nebraska Kearney,2026,0,0,0,cfbd
Nebraska Wesleyan,2014,0,0,0,cfbd
Nebraska Wesleyan,2015,0,0,0,cfbd
Nebraska Wesleyan,2016,0,0,0,cfbd
Nebraska Wesleyan,2017,0,0,0,cfbd
Nebraska Wesleyan,2018,0,0,0,cfbd
Nebraska Wesleyan,2019,0,0,0,cfbd
Nebraska Wesleyan,2020,0,1,0,cfbd
Nebraska Wesleyan,2021,0,0,0,cfbd
Nebraska Wesleyan,2022,1,9,0,cfbd
Nebraska Wesleyan,2023,4,6,0,cfbd
Nebraska Wesleyan,2024,3,7,0,cfbd
Nebraska Wesleyan,2025,1,9,0,cfbd
Nebraska Wesleyan,2026,0,0,0,cfbd
Nevada,1936,1,0,0,cfbd
Nevada,1937,1,1,0,cfbd
Nevada,1938,0,0,1,cfbd
Nevada,1939,0,2,0,cfbd
Nevada,1940,0,1,1,cfbd
Nevada,1941,0,4,0,cfbd
Nevada,1942,0,2,1,cfbd
Nevada,1943,1,1,0,cfbd
Nevada,1944,1,2,0,cfbd
Nevada,1945,1,3,0,cfbd
Nevada,1946,7,2,0,cfbd
Nevada,1947,9,2,0,cfbd
Nevada,1948,9,2,0,cfbd
Nevada,1949,5,5,0,cfbd
Nevada,1950,1,9,0,cfbd
Nevada,1951,0,0,0,cfbd
Nevada,1952,0,0,0,cfbd
Nevada,1953,0,0,0,cfbd
Nevada,1954,0,0,0,cfbd
Nevada,1955,0,0,0,cfbd
Nevada,1956,0,0,0,cfbd
Nevada,1957,0,0,0,cfbd
Nevada,1958,0,0,0,cfbd
Nevada,1959,0,0,0,cfbd
Nevada,1960,0,0,0,cfbd
Nevada,1961,0,0,0,cfbd
Nevada,1962,0,0,0,cfbd
Nevada,1963,0,0,0,cfbd
Nevada,1964,0,0,0,cfbd
Nevada,1965,0,0,0,cfbd
Nevada,1966,0,0,0,cfbd
Nevada,1967,0,0,0,cfbd
Nevada,1968,0,0,0,cfbd
Nevada,1969,0,1,0,cfbd
Nevada,1970,0,0,0,cfbd
Nevada,1971,0,0,0,cfbd
Nevada,1972,0,0,0,cfbd
Nevada,1973,0,0,0,cfbd
Nevada,1974,0,1,0,cfbd
Nevada,1975,0,0,0,cfbd
Nevada,1976,0,0,0,cfbd
Nevada,1977,0,0,0,cfbd
Nevada,1978,2,0,0,cfbd
Nevada,1979,0,1,0,cfbd
Nevada,1980,0,1,0,cfbd
Nevada,1981,1,0,0,cfbd
Nevada,1982,2,0,0,cfbd
Nevada,1983,1,4,0,cfbd
Nevada,1984,0,2,0,cfbd
Nevada,1985,2,0,0,cfbd
Nevada,1986,1,0,0,cfbd
Nevada,1987,0,1,0,cfbd
Nevada,1988,0,0,0,cfbd
Nevada,1989,1,0,0,cfbd
Nevada,1990,1,0,0,cfbd
Nevada,1991,1,0,0,cfbd
Nevada,1992,7,5,0,cfbd
Nevada,1993,7,4,0,cfbd
Nevada,1994,9,2,0,cfbd
Nevada,1995,9,3,0,cfbd
Nevada,1996,9,3,0,cfbd
Nevada,1997,5,6,0,cfbd
Nevada,1998,6,5,0,cfbd
Nevada,1999,3,8,0,cfbd
Nevada,2000,2,10,0,cfbd
Nevada,2001,3,8,0,cfbd
Nevada,2002,5,7,0,cfbd
Nevada,2003,6,6,0,cfbd
Nevada,2004,5,7,0,cfbd
Nevada,2005,9,3,0,cfbd
Nevada,2006,8,5,0,cfbd
Nevada,2007,6,7,0,cfbd
Nevada,2008,7,6,0,cfbd
Nevada,2009,8,5,0,cfbd
Nevada,2010,13,1,0,cfbd
Nevada,2011,7,6,0,cfbd
Nevada,2012,7,6,0,cfbd
Nevada,2013,4,8,0,cfbd
Nevada,2014,7,6,0,cfbd
Nevada,2015,7,6,0,cfbd
Nevada,2016,5,7,0,cfbd
Nevada,2017,3,9,0,cfbd
Nevada,2018,8,5,0,cfbd
Nevada,2019,7,6,0,cfbd
Nevada,2020,7,2,0,cfbd
Nevada,2021,8,5,0,cfbd
Nevada,2022,2,10,0,cfbd
Nevada,2023,2,10,0,cfbd
Nevada,2024,3,10,0,cfbd
Nevada,2025,3,9,0,cfbd
Nevada,2026,0,0,0,cfbd
New England,2014,0,0,0,cfbd
New England,2015,0,0,0,cfbd
New England,2016,0,0,0,cfbd
New England,2017,0,0,0,cfbd
New England,2018,0,0,0,cfbd
New England,2019,0,0,0,cfbd
New England,2020,0,0,0,cfbd
New England,2021,0,0,0,cfbd
New England,2022,5,5,0,cfbd
New England,2023,6,4,0,cfbd
New England,2024,4,6,0,cfbd
New England,2025,8,2,0,cfbd
New England,2026,0,0,0,cfbd
New Hampshire,1936,0,0,0,cfbd
New Hampshire,1937,0,0,0,cfbd
New Hampshire,1938,0,0,0,cfbd
New Hampshire,1939,0,1,0,cfbd
New Hampshire,1940,0,0,0,cfbd
New Hampshire,1941,0,0,0,cfbd
New Hampshire,1942,0,0,0,cfbd
New Hampshire,1946,0,0,0,cfbd
New Hampshire,1947,0,0,0,cfbd
New Hampshire,1948,0,0,0,cfbd
New Hampshire,1949,0,0,0,cfbd
New Hampshire,1950,0,0,0,cfbd
New Hampshire,1951,0,0,0,cfbd
New Hampshire,1952,0,0,0,cfbd
New Hampshire,1953,0,0,0,cfbd
New Hampshire,1954,0,0,0,cfbd
New Hampshire,1955,0,0,0,cfbd
New Hampshire,1956,0,1,0,cfbd
New Hampshire,1957,0,1,0,cfbd
New Hampshire,1958,0,0,0,cfbd
New Hampshire,1959,0,0,0,cfbd
New Hampshire,1960,0,1,0,cfbd
New Hampshire,1961,0,1,0,cfbd
New Hampshire,1962,0,0,0,cfbd
New Hampshire,1963,0,0,0,cfbd
New Hampshire,1964,0,1,0,cfbd
New Hampshire,1965,0,1,0,cfbd
New Hampshire,1966,0,0,0,cfbd
New Hampshire,1967,0,0,0,cfbd
New Hampshire,1968,0,1,0,cfbd
New Hampshire,1969,0,1,0,cfbd
New Hampshire,1970,0,0,0,cfbd
New Hampshire,1971,0,0,0,cfbd
New Hampshire,1972,0,1,0,cfbd
New Hampshire,1973,1,1,0,cfbd
New Hampshire,1974,0,0,0,cfbd
New Hampshire,1975,0,0,0,cfbd
New Hampshire,1976,1,1,0,cfbd
New Hampshire,1977,1,0,0,cfbd
New Hampshire,1978,0,1,0,cfbd
New Hampshire,1979,1,0,2,cfbd
New Hampshire,1980,1,0,0,cfbd
New Hampshire,1981,0,0,0,cfbd
New Hampshire,1982,0,0,0,cfbd
New Hampshire,1983,0,0,0,cfbd
New Hampshire,1984,0,0,0,cfbd
New Hampshire,1985,0,0,0,cfbd
New Hampshire,1986,0,0,0,cfbd
New Hampshire,1987,0,0,0,cfbd
New Hampshire,1988,0,0,0,cfbd
New Hampshire,1989,0,0,0,cfbd
New Hampshire,1990,0,0,0,cfbd
New Hampshire,1991,0,0,0,cfbd
New Hampshire,1992,0,0,0,cfbd
New Hampshire,1993,0,0,0,cfbd
New Hampshire,1994,0,0,0,cfbd
New Hampshire,1995,0,0,0,cfbd
New Hampshire,1996,0,0,0,cfbd
New Hampshire,1997,0,0,0,cfbd
New Hampshire,1998,0,0,0,cfbd
New Hampshire,1999,0,0,0,cfbd
New Hampshire,2000,0,0,0,cfbd
New Hampshire,2001,0,0,0,cfbd
New Hampshire,2002,0,1,0,cfbd
New Hampshire,2003,5,7,0,cfbd
New Hampshire,2004,11,2,0,cfbd
New Hampshire,2005,11,2,0,cfbd
New Hampshire,2006,10,4,0,cfbd
New Hampshire,2007,7,5,0,cfbd
New Hampshire,2008,11,2,0,cfbd
New Hampshire,2009,10,3,0,cfbd
New Hampshire,2010,7,3,0,cfbd
New Hampshire,2011,8,4,0,cfbd
New Hampshire,2012,8,4,0,cfbd
New Hampshire,2013,8,5,0,cfbd
New Hampshire,2014,12,2,0,cfbd
New Hampshire,2015,7,5,0,cfbd
New Hampshire,2016,8,5,0,cfbd
New Hampshire,2017,9,5,0,cfbd
New Hampshire,2018,4,7,0,cfbd
New Hampshire,2019,6,5,0,cfbd
New Hampshire,2020,0,1,0,cfbd
New Hampshire,2021,3,8,0,cfbd
New Hampshire,2022,9,4,0,cfbd
New Hampshire,2023,6,5,0,cfbd
New Hampshire,2024,8,5,0,cfbd
New Hampshire,2025,8,5,0,cfbd
New Hampshire,2026,0,1,0,cfbd
New Haven,1973,0,0,0,cfbd
New Haven,1974,0,0,0,cfbd
New Haven,1975,0,0,0,cfbd
New Haven,1976,0,0,0,cfbd
New Haven,1977,0,0,0,cfbd
New Haven,1978,0,0,0,cfbd
New Haven,1979,0,0,0,cfbd
New Haven,1980,0,0,0,cfbd
New Haven,1981,0,0,0,cfbd
New Haven,1982,0,0,0,cfbd
New Haven,1983,0,0,0,cfbd
New Haven,1984,0,0,0,cfbd
New Haven,1985,0,0,0,cfbd
New Haven,1986,0,0,0,cfbd
New Haven,1987,0,0,0,cfbd
New Haven,1988,0,0,0,cfbd
New Haven,1989,0,0,0,cfbd
New Haven,1990,0,0,0,cfbd
New Haven,1991,0,0,0,cfbd
New Haven,1992,0,0,0,cfbd
New Haven,1993,0,0,0,cfbd
New Haven,1994,0,0,0,cfbd
New Haven,1995,0,0,0,cfbd
New Haven,1996,0,0,0,cfbd
New Haven,1997,0,0,0,cfbd
New Haven,1998,0,0,0,cfbd
New Haven,1999,0,0,0,cfbd
New Haven,2000,0,0,0,cfbd
New Haven,2001,0,0,0,cfbd
New Haven,2002,0,0,0,cfbd
New Haven,2003,0,1,0,cfbd
New Haven,2009,0,0,0,cfbd
New Haven,2010,0,0,0,cfbd
New Haven,2011,0,1,0,cfbd
New Haven,2012,0,0,0,cfbd
New Haven,2013,0,0,0,cfbd
New Haven,2014,0,0,0,cfbd
New Haven,2015,0,0,0,cfbd
New Haven,2016,0,0,0,cfbd
New Haven,2017,0,0,0,cfbd
New Haven,2018,0,1,0,cfbd
New Haven,2019,0,0,0,cfbd
New Haven,2021,10,2,0,cfbd
New Haven,2022,8,3,0,cfbd
New Haven,2023,8,3,0,cfbd
New Haven,2024,8,3,0,cfbd
New Haven,2025,5,5,0,cfbd
New Haven,2026,1,0,0,cfbd
New Mexico,1936,2,7,0,cfbd
New Mexico,1937,4,4,1,cfbd
New Mexico,1938,8,3,0,cfbd
New Mexico,1939,8,2,0,cfbd
New Mexico,1940,5,4,0,cfbd
New Mexico,1941,5,4,1,cfbd
New Mexico,1942,4,5,2,cfbd
New Mexico,1943,1,2,0,cfbd
New Mexico,1944,1,7,0,cfbd
New Mexico,1945,6,1,1,cfbd
New Mexico,1946,5,5,2,cfbd
New Mexico,1947,4,5,1,cfbd
New Mexico,1948,2,9,0,cfbd
New Mexico,1949,2,8,0,cfbd
New Mexico,1950,2,8,0,cfbd
New Mexico,1951,4,7,0,cfbd
New Mexico,1952,7,2,0,cfbd
New Mexico,1953,5,3,1,cfbd
New Mexico,1954,5,5,0,cfbd
New Mexico,1955,2,8,0,cfbd
New Mexico,1956,4,6,0,cfbd
New Mexico,1957,4,6,0,cfbd
New Mexico,1958,7,3,0,cfbd
New Mexico,1959,7,3,0,cfbd
New Mexico,1960,5,5,0,cfbd
New Mexico,1961,7,4,0,cfbd
New Mexico,1962,7,2,1,cfbd
New Mexico,1963,6,4,0,cfbd
New Mexico,1964,9,2,0,cfbd
New Mexico,1965,3,7,0,cfbd
New Mexico,1966,2,8,0,cfbd
New Mexico,1967,1,9,0,cfbd
New Mexico,1968,0,10,0,cfbd
New Mexico,1969,4,6,0,cfbd
New Mexico,1970,7,3,0,cfbd
New Mexico,1971,6,3,2,cfbd
New Mexico,1972,3,8,0,cfbd
New Mexico,1973,4,7,0,cfbd
New Mexico,1974,4,6,1,cfbd
New Mexico,1975,6,5,0,cfbd
New Mexico,1976,4,7,0,cfbd
New Mexico,1977,5,7,0,cfbd
New Mexico,1978,7,5,0,cfbd
New Mexico,1979,6,6,0,cfbd
New Mexico,1980,4,7,0,cfbd
New Mexico,1981,4,7,1,cfbd
New Mexico,1982,10,1,0,cfbd
New Mexico,1983,6,6,0,cfbd
New Mexico,1984,4,8,0,cfbd
New Mexico,1985,3,8,0,cfbd
New Mexico,1986,4,8,0,cfbd
New Mexico,1987,0,11,0,cfbd
New Mexico,1988,2,10,0,cfbd
New Mexico,1989,2,10,0,cfbd
New Mexico,1990,2,10,0,cfbd
New Mexico,1991,3,9,0,cfbd
New Mexico,1992,3,8,0,cfbd
New Mexico,1993,6,5,0,cfbd
New Mexico,1994,5,7,0,cfbd
New Mexico,1995,4,7,0,cfbd
New Mexico,1996,6,5,0,cfbd
New Mexico,1997,9,4,0,cfbd
New Mexico,1998,3,9,0,cfbd
New Mexico,1999,4,7,0,cfbd
New Mexico,2000,5,7,0,cfbd
New Mexico,2001,6,5,0,cfbd
New Mexico,2002,7,7,0,cfbd
New Mexico,2003,8,5,0,cfbd
New Mexico,2004,7,5,0,cfbd
New Mexico,2005,6,5,0,cfbd
New Mexico,2006,6,7,0,cfbd
New Mexico,2007,9,4,0,cfbd
New Mexico,2008,4,8,0,cfbd
New Mexico,2009,1,11,0,cfbd
New Mexico,2010,1,11,0,cfbd
New Mexico,2011,1,11,0,cfbd
New Mexico,2012,4,9,0,cfbd
New Mexico,2013,3,9,0,cfbd
New Mexico,2014,4,8,0,cfbd
New Mexico,2015,7,6,0,cfbd
New Mexico,2016,9,4,0,cfbd
New Mexico,2017,3,9,0,cfbd
New Mexico,2018,3,9,0,cfbd
New Mexico,2019,2,10,0,cfbd
New Mexico,2020,2,5,0,cfbd
New Mexico,2021,3,9,0,cfbd
New Mexico,2022,2,10,0,cfbd
New Mexico,2023,4,8,0,cfbd
New Mexico,2024,5,7,0,cfbd
New Mexico,2025,9,4,0,cfbd
New Mexico,2026,0,0,0,cfbd
New Mexico Highlands,2014,0,1,0,cfbd
New Mexico Highlands,2015,0,1,0,cfbd
New Mexico Highlands,2016,0,1,0,cfbd
New Mexico Highlands,2017,0,0,0,cfbd
New Mexico Highlands,2018,0,0,0,cfbd
New Mexico Highlands,2019,0,0,0,cfbd
New Mexico Highlands,2020,1,0,0,cfbd
New Mexico Highlands,2021,5,6,0,cfbd
New Mexico Highlands,2022,3,7,0,cfbd
New Mexico Highlands,2023,2,9,0,cfbd
New Mexico Highlands,2024,2,9,0,cfbd
New Mexico Highlands,2025,6,5,0,cfbd
New Mexico Highlands,2026,0,0,0,cfbd
New Mexico State,1936,6,4,1,cfbd
New Mexico State,1937,7,2,0,cfbd
New Mexico State,1938,7,2,0,cfbd
New Mexico State,1939,3,6,0,cfbd
New Mexico State,1940,3,6,0,cfbd
New Mexico State,1941,2,7,0,cfbd
New Mexico State,1942,1,8,0,cfbd
New Mexico State,1943,0,0,0,cfbd
New Mexico State,1946,5,5,0,cfbd
New Mexico State,1947,3,6,0,cfbd
New Mexico State,1948,3,7,0,cfbd
New Mexico State,1949,4,6,0,cfbd
New Mexico State,1950,2,7,0,cfbd
New Mexico State,1951,1,9,0,cfbd
New Mexico State,1952,2,6,1,cfbd
New Mexico State,1953,2,7,0,cfbd
New Mexico State,1954,0,9,0,cfbd
New Mexico State,1955,3,7,0,cfbd
New Mexico State,1956,1,9,0,cfbd
New Mexico State,1957,3,7,0,cfbd
New Mexico State,1958,4,6,0,cfbd
New Mexico State,1959,8,3,0,cfbd
New Mexico State,1960,11,0,0,cfbd
New Mexico State,1961,5,4,1,cfbd
New Mexico State,1962,4,6,0,cfbd
New Mexico State,1963,3,6,1,cfbd
New Mexico State,1964,6,4,0,cfbd
New Mexico State,1965,8,2,0,cfbd
New Mexico State,1966,7,3,0,cfbd
New Mexico State,1967,7,2,1,cfbd
New Mexico State,1968,5,5,0,cfbd
New Mexico State,1969,5,5,0,cfbd
New Mexico State,1970,4,6,0,cfbd
New Mexico State,1971,5,5,1,cfbd
New Mexico State,1972,2,9,0,cfbd
New Mexico State,1973,5,6,0,cfbd
New Mexico State,1974,5,6,0,cfbd
New Mexico State,1975,5,6,0,cfbd
New Mexico State,1976,4,6,1,cfbd
New Mexico State,1977,4,7,0,cfbd
New Mexico State,1978,6,5,0,cfbd
New Mexico State,1979,2,9,0,cfbd
New Mexico State,1980,3,7,1,cfbd
New Mexico State,1981,3,8,0,cfbd
New Mexico State,1982,3,8,0,cfbd
New Mexico State,1983,5,6,0,cfbd
New Mexico State,1984,2,9,0,cfbd
New Mexico State,1985,1,10,0,cfbd
New Mexico State,1986,1,10,0,cfbd
New Mexico State,1987,2,9,0,cfbd
New Mexico State,1988,1,10,0,cfbd
New Mexico State,1989,0,11,0,cfbd
New Mexico State,1990,1,10,0,cfbd
New Mexico State,1991,2,9,0,cfbd
New Mexico State,1992,6,5,0,cfbd
New Mexico State,1993,5,6,0,cfbd
New Mexico State,1994,3,8,0,cfbd
New Mexico State,1995,4,7,0,cfbd
New Mexico State,1996,1,10,0,cfbd
New Mexico State,1997,2,9,0,cfbd
New Mexico State,1998,3,8,0,cfbd
New Mexico State,1999,6,5,0,cfbd
New Mexico State,2000,3,8,0,cfbd
New Mexico State,2001,5,7,0,cfbd
New Mexico State,2002,7,5,0,cfbd
New Mexico State,2003,3,9,0,cfbd
New Mexico State,2004,5,6,0,cfbd
New Mexico State,2005,0,12,0,cfbd
New Mexico State,2006,4,8,0,cfbd
New Mexico State,2007,4,9,0,cfbd
New Mexico State,2008,3,9,0,cfbd
New Mexico State,2009,3,10,0,cfbd
New Mexico State,2010,2,10,0,cfbd
New Mexico State,2011,4,9,0,cfbd
New Mexico State,2012,1,11,0,cfbd
New Mexico State,2013,2,10,0,cfbd
New Mexico State,2014,2,10,0,cfbd
New Mexico State,2015,3,9,0,cfbd
New Mexico State,2016,3,9,0,cfbd
New Mexico State,2017,7,6,0,cfbd
New Mexico State,2018,3,9,0,cfbd
New Mexico State,2019,2,10,0,cfbd
New Mexico State,2020,1,1,0,cfbd
New Mexico State,2021,2,10,0,cfbd
New Mexico State,2022,7,6,0,cfbd
New Mexico State,2023,10,5,0,cfbd
New Mexico State,2024,3,9,0,cfbd
New Mexico State,2025,4,8,0,cfbd
New Mexico State,2026,0,0,0,cfbd
New York University,1936,5,3,1,cfbd
New York University,1937,5,4,0,cfbd
New York University,1938,4,4,0,cfbd
New York University,1939,5,4,0,cfbd
New York University,1940,2,7,0,cfbd
New York University,1941,2,7,0,cfbd
New York University,1944,2,5,0,cfbd
New York University,1945,3,4,0,cfbd
New York University,1946,5,3,0,cfbd
New York University,1947,2,5,1,cfbd
New York University,1948,3,6,0,cfbd
New York University,1949,3,6,0,cfbd
New York University,1950,1,5,1,cfbd
New York University,1951,1,7,0,cfbd
New York University,1952,2,5,1,cfbd
Newberry,2014,0,1,0,cfbd
Newberry,2015,0,1,0,cfbd
Newberry,2016,0,0,0,cfbd
Newberry,2017,0,1,0,cfbd
Newberry,2018,0,1,0,cfbd
Newberry,2019,0,0,0,cfbd
Newberry,2020,5,1,0,cfbd
Newberry,2021,10,3,0,cfbd
Newberry,2022,9,2,0,cfbd
Newberry,2023,4,7,0,cfbd
Newberry,2024,3,7,1,cfbd
Newberry,2025,12,2,0,cfbd
Newberry,2026,0,0,0,cfbd
Nicholls,1972,0,0,0,cfbd
Nicholls,1973,0,0,0,cfbd
Nicholls,1974,0,0,0,cfbd
Nicholls,1975,0,0,0,cfbd
Nicholls,1976,0,1,0,cfbd
Nicholls,1977,2,1,0,cfbd
Nicholls,1978,0,3,0,cfbd
Nicholls,1979,2,0,0,cfbd
Nicholls,1980,0,3,0,cfbd
Nicholls,1981,0,2,0,cfbd
Nicholls,1982,0,0,0,cfbd
Nicholls,1983,0,1,0,cfbd
Nicholls,1984,0,0,0,cfbd
Nicholls,1985,0,0,0,cfbd
Nicholls,1986,0,0,0,cfbd
Nicholls,1987,0,1,0,cfbd
Nicholls,1988,0,1,0,cfbd
Nicholls,1989,0,0,0,cfbd
Nicholls,1990,0,1,0,cfbd
Nicholls,1991,0,0,0,cfbd
Nicholls,1992,0,0,0,cfbd
Nicholls,1993,0,0,0,cfbd
Nicholls,1994,0,0,0,cfbd
Nicholls,1995,0,1,0,cfbd
Nicholls,1996,0,1,0,cfbd
Nicholls,1997,0,1,0,cfbd
Nicholls,1998,0,2,0,cfbd
Nicholls,1999,0,2,0,cfbd
Nicholls,2000,0,1,0,cfbd
Nicholls,2001,1,2,0,cfbd
Nicholls,2002,0,1,0,cfbd
Nicholls,2003,5,6,0,cfbd
Nicholls,2004,6,5,0,cfbd
Nicholls,2005,6,4,0,cfbd
Nicholls,2006,4,7,0,cfbd
Nicholls,2007,6,4,0,cfbd
Nicholls,2008,0,2,0,cfbd
Nicholls,2009,3,8,0,cfbd
Nicholls,2010,3,6,0,cfbd
Nicholls,2011,1,10,0,cfbd
Nicholls,2012,1,10,0,cfbd
Nicholls,2013,4,8,0,cfbd
Nicholls,2014,0,11,0,cfbd
Nicholls,2015,3,7,0,cfbd
Nicholls,2016,5,6,0,cfbd
Nicholls,2017,8,4,0,cfbd
Nicholls,2018,9,4,0,cfbd
Nicholls,2019,9,5,0,cfbd
Nicholls,2020,4,3,0,cfbd
Nicholls,2021,6,5,0,cfbd
Nicholls,2022,3,8,0,cfbd
Nicholls,2023,7,5,0,cfbd
Nicholls,2024,4,8,0,cfbd
Nicholls,2025,4,8,0,cfbd
Nicholls,2026,1,0,0,cfbd
Nichols,2014,0,0,0,cfbd
Nichols,2015,0,0,0,cfbd
Nichols,2016,0,0,0,cfbd
Nichols,2017,0,0,0,cfbd
Nichols,2018,0,0,0,cfbd
Nichols,2019,0,0,0,cfbd
Nichols,2020,0,0,0,cfbd
Nichols,2021,0,0,0,cfbd
Nichols,2022,4,6,0,cfbd
Nichols,2023,3,7,0,cfbd
Nichols,2024,3,7,0,cfbd
Nichols,2025,2,8,0,cfbd
Nichols,2026,0,0,0,cfbd
Norfolk State,1938,0,0,0,cfbd
Norfolk State,1939,0,0,0,cfbd
Norfolk State,1940,0,0,0,cfbd
Norfolk State,1941,0,0,0,cfbd
Norfolk State,1945,0,0,0,cfbd
Norfolk State,1946,0,0,1,cfbd
Norfolk State,1947,0,0,0,cfbd
Norfolk State,1948,0,0,0,cfbd
Norfolk State,1949,0,0,0,cfbd
Norfolk State,1950,0,0,0,cfbd
Norfolk State,1951,0,0,0,cfbd
Norfolk State,1952,0,0,0,cfbd
Norfolk State,1953,0,0,0,cfbd
Norfolk State,1954,0,0,0,cfbd
Norfolk State,1955,0,0,0,cfbd
Norfolk State,1956,0,0,0,cfbd
Norfolk State,1957,0,0,0,cfbd
Norfolk State,1958,0,0,0,cfbd
Norfolk State,1959,0,0,0,cfbd
Norfolk State,1960,0,0,0,cfbd
Norfolk State,1961,0,0,0,cfbd
Norfolk State,1962,0,0,0,cfbd
Norfolk State,1963,0,0,0,cfbd
Norfolk State,1964,0,0,0,cfbd
Norfolk State,1965,0,0,0,cfbd
Norfolk State,1966,0,0,0,cfbd
Norfolk State,1967,0,0,0,cfbd
Norfolk State,1968,0,0,0,cfbd
Norfolk State,1969,0,0,0,cfbd
Norfolk State,1970,0,0,0,cfbd
Norfolk State,1971,0,0,0,cfbd
Norfolk State,1972,0,0,0,cfbd
Norfolk State,1973,0,0,0,cfbd
Norfolk State,1974,0,0,0,cfbd
Norfolk State,1975,0,0,0,cfbd
Norfolk State,1976,0,0,0,cfbd
Norfolk State,1977,0,2,0,cfbd
Norfolk State,1978,0,0,0,cfbd
Norfolk State,1979,0,0,0,cfbd
Norfolk State,1980,0,0,0,cfbd
Norfolk State,1981,0,0,0,cfbd
Norfolk State,1982,0,0,0,cfbd
Norfolk State,1983,0,0,0,cfbd
Norfolk State,1984,0,0,0,cfbd
Norfolk State,1985,0,0,0,cfbd
Norfolk State,1986,0,0,0,cfbd
Norfolk State,1987,0,0,0,cfbd
Norfolk State,1988,0,0,0,cfbd
Norfolk State,1989,0,0,0,cfbd
Norfolk State,1990,0,0,0,cfbd
Norfolk State,1991,0,0,0,cfbd
Norfolk State,1992,0,0,0,cfbd
Norfolk State,1993,0,0,0,cfbd
Norfolk State,1994,0,0,0,cfbd
Norfolk State,1995,0,0,0,cfbd
Norfolk State,1996,0,0,0,cfbd
Norfolk State,1997,0,0,0,cfbd
Norfolk State,1998,0,0,0,cfbd
Norfolk State,1999,0,0,0,cfbd
Norfolk State,2000,0,0,0,cfbd
Norfolk State,2001,0,0,0,cfbd
Norfolk State,2002,0,0,0,cfbd
Norfolk State,2003,1,11,0,cfbd
Norfolk State,2004,1,8,0,cfbd
Norfolk State,2005,4,5,0,cfbd
Norfolk State,2006,4,7,0,cfbd
Norfolk State,2007,8,3,0,cfbd
Norfolk State,2008,5,7,0,cfbd
Norfolk State,2009,7,4,0,cfbd
Norfolk State,2010,6,5,0,cfbd
Norfolk State,2011,9,3,0,cfbd
Norfolk State,2012,4,5,0,cfbd
Norfolk State,2013,3,9,0,cfbd
Norfolk State,2014,4,8,0,cfbd
Norfolk State,2015,4,7,0,cfbd
